id,name,family,runs,mAP50_95_mean,mAP50_95_std,mAP50_mean,precision_mean,recall_mean,train_minutes_mean
C11,opencv_horizontal_flip,opencv_single,3,0.7991837161474763,0.025717869080753037,0.8284751838630128,0.7765428208336834,0.772382743262456,33.09055751555554
Y02,yolo_horizontal_flip,yolo_single,3,0.7975857175461774,0.019448887411283203,0.8253029054366164,0.7841678379058635,0.7757739351170357,33.76916947111135
Y04,yolo_translate,yolo_single,3,0.7955882671873028,0.02467247116139089,0.8225719071494509,0.7743071130611016,0.7824317027403871,33.961084721110986
