status,id,name,family,description,seed,data_kind,cv_policy,dataset_yaml,requested_epochs,actual_epochs,train_minutes,best_pt,save_dir,per_class_csv,unknown_filtered_aug_args,hp_mode,hp_source,hp_params,precision,recall,f1,mAP50,mAP75,mAP50_95,inference_ms_per_image
OK,C03,opencv_gamma,opencv_single,OpenCV static augmentation: gamma,42,opencv,gamma,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\opencv_datasets\gamma\seed_42\data.yaml,10,10,33.55564280333347,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\C03_opencv_gamma_seed42_e10\weights\best.pt,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\C03_opencv_gamma_seed42_e10,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\per_class\C03_opencv_gamma_seed42.csv,augmentations,tuned,optuna_tuned,"{""optimizer"": ""SGD"", ""lr0"": 0.004928743342321972, ""lrf"": 0.35384036699409716, ""momentum"": 0.9485420920943789, ""weight_decay"": 1.4642481193608707e-05, ""warmup_epochs"": 3.5391917958627177, ""cos_lr"": true}",0.7970072659135158,0.7482073211193262,0.7718367097308741,0.8220552265490474,0.8162808555573,0.7932932608999476,1.952378827743596
OK,C04,opencv_clahe,opencv_single,OpenCV static augmentation: clahe,42,opencv,clahe,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\opencv_datasets\clahe\seed_42\data.yaml,10,10,33.72293634833283,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\C04_opencv_clahe_seed42_e10\weights\best.pt,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\C04_opencv_clahe_seed42_e10,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\per_class\C04_opencv_clahe_seed42.csv,augmentations,tuned,optuna_tuned,"{""optimizer"": ""SGD"", ""lr0"": 0.004928743342321972, ""lrf"": 0.35384036699409716, ""momentum"": 0.9485420920943789, ""weight_decay"": 1.4642481193608707e-05, ""warmup_epochs"": 3.5391917958627177, ""cos_lr"": true}",0.7743488957976388,0.7457391464454767,0.7597747874537546,0.8110056903741002,0.8034806150800073,0.7808436040615285,1.803642434981152
OK,C05,opencv_gaussian_blur,opencv_single,OpenCV static augmentation: gaussian_blur,42,opencv,gaussian_blur,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\opencv_datasets\gaussian_blur\seed_42\data.yaml,10,10,33.30030319333309,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\C05_opencv_gaussian_blur_seed42_e10\weights\best.pt,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\C05_opencv_gaussian_blur_seed42_e10,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\per_class\C05_opencv_gaussian_blur_seed42.csv,augmentations,tuned,optuna_tuned,"{""optimizer"": ""SGD"", ""lr0"": 0.004928743342321972, ""lrf"": 0.35384036699409716, ""momentum"": 0.9485420920943789, ""weight_decay"": 1.4642481193608707e-05, ""warmup_epochs"": 3.5391917958627177, ""cos_lr"": true}",0.7889349023453862,0.7978747268921226,0.7933796318679524,0.8310762384627048,0.8255158001370839,0.8030285698136094,1.8738398003084724
OK,C06,opencv_motion_blur,opencv_single,OpenCV static augmentation: motion_blur,42,opencv,motion_blur,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\opencv_datasets\motion_blur\seed_42\data.yaml,10,10,33.32814548666647,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\C06_opencv_motion_blur_seed42_e10\weights\best.pt,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\C06_opencv_motion_blur_seed42_e10,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\per_class\C06_opencv_motion_blur_seed42.csv,augmentations,tuned,optuna_tuned,"{""optimizer"": ""SGD"", ""lr0"": 0.004928743342321972, ""lrf"": 0.35384036699409716, ""momentum"": 0.9485420920943789, ""weight_decay"": 1.4642481193608707e-05, ""warmup_epochs"": 3.5391917958627177, ""cos_lr"": true}",0.80035223778958,0.808185334211747,0.8042497135833861,0.841370330357703,0.8340533605769384,0.8121173088288128,1.6528331665749552
OK,C07,opencv_gaussian_noise,opencv_single,OpenCV static augmentation: gaussian_noise,42,opencv,gaussian_noise,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\opencv_datasets\gaussian_noise\seed_42\data.yaml,10,10,33.30513124166658,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\C07_opencv_gaussian_noise_seed42_e10\weights\best.pt,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\C07_opencv_gaussian_noise_seed42_e10,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\per_class\C07_opencv_gaussian_noise_seed42.csv,augmentations,tuned,optuna_tuned,"{""optimizer"": ""SGD"", ""lr0"": 0.004928743342321972, ""lrf"": 0.35384036699409716, ""momentum"": 0.9485420920943789, ""weight_decay"": 1.4642481193608707e-05, ""warmup_epochs"": 3.5391917958627177, ""cos_lr"": true}",0.7779047087396712,0.7840134966903224,0.7809471567340561,0.8248300148493918,0.8166327359989418,0.7949999588483723,1.7499595185295798
OK,C08,opencv_jpeg_compression,opencv_single,OpenCV static augmentation: jpeg_compression,42,opencv,jpeg_compression,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\opencv_datasets\jpeg_compression\seed_42\data.yaml,10,10,33.32681318333392,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\C08_opencv_jpeg_compression_seed42_e10\weights\best.pt,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\C08_opencv_jpeg_compression_seed42_e10,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\per_class\C08_opencv_jpeg_compression_seed42.csv,augmentations,tuned,optuna_tuned,"{""optimizer"": ""SGD"", ""lr0"": 0.004928743342321972, ""lrf"": 0.35384036699409716, ""momentum"": 0.9485420920943789, ""weight_decay"": 1.4642481193608707e-05, ""warmup_epochs"": 3.5391917958627177, ""cos_lr"": true}",0.8021887371410223,0.7616363915847388,0.781386772603972,0.8345619817579779,0.8273977947533334,0.8053167466117723,1.8031591091629564
OK,C09,opencv_affine,opencv_single,OpenCV static augmentation: affine,42,opencv,affine,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\opencv_datasets\affine\seed_42\data.yaml,10,10,33.381807728333904,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\C09_opencv_affine_seed42_e10\weights\best.pt,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\C09_opencv_affine_seed42_e10,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\per_class\C09_opencv_affine_seed42.csv,augmentations,tuned,optuna_tuned,"{""optimizer"": ""SGD"", ""lr0"": 0.004928743342321972, ""lrf"": 0.35384036699409716, ""momentum"": 0.9485420920943789, ""weight_decay"": 1.4642481193608707e-05, ""warmup_epochs"": 3.5391917958627177, ""cos_lr"": true}",0.7552913308500792,0.7940958226908655,0.7742076463871009,0.8056631302444303,0.7849182277498288,0.6384342199794159,1.7407785098058683
OK,C10,opencv_perspective,opencv_single,OpenCV static augmentation: perspective,42,opencv,perspective,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\opencv_datasets\perspective\seed_42\data.yaml,10,10,33.2196722916667,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\C10_opencv_perspective_seed42_e10\weights\best.pt,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\C10_opencv_perspective_seed42_e10,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\per_class\C10_opencv_perspective_seed42.csv,augmentations,tuned,optuna_tuned,"{""optimizer"": ""SGD"", ""lr0"": 0.004928743342321972, ""lrf"": 0.35384036699409716, ""momentum"": 0.9485420920943789, ""weight_decay"": 1.4642481193608707e-05, ""warmup_epochs"": 3.5391917958627177, ""cos_lr"": true}",0.789874659808704,0.7760646819606902,0.7829087759690782,0.821838933717264,0.8169882559425105,0.7786740001579809,1.7679171286132365
OK,C11,opencv_horizontal_flip,opencv_single,OpenCV static augmentation: horizontal_flip,42,opencv,horizontal_flip,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\opencv_datasets\horizontal_flip\seed_42\data.yaml,10,10,33.39138009499972,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\C11_opencv_horizontal_flip_seed42_e10\weights\best.pt,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\C11_opencv_horizontal_flip_seed42_e10,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\per_class\C11_opencv_horizontal_flip_seed42.csv,augmentations,tuned,optuna_tuned,"{""optimizer"": ""SGD"", ""lr0"": 0.004928743342321972, ""lrf"": 0.35384036699409716, ""momentum"": 0.9485420920943789, ""weight_decay"": 1.4642481193608707e-05, ""warmup_epochs"": 3.5391917958627177, ""cos_lr"": true}",0.8146672050837246,0.7910030092300957,0.8026607269633913,0.8590670524765027,0.8524442191925258,0.8281566964075366,1.7293122673890842
OK,C12,opencv_photometric_combo,opencv_combo,OpenCV static augmentation: photometric_combo,42,opencv,photometric_combo,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\opencv_datasets\photometric_combo\seed_42\data.yaml,10,10,33.43024088166615,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\C12_opencv_photometric_combo_seed42_e10\weights\best.pt,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\C12_opencv_photometric_combo_seed42_e10,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\per_class\C12_opencv_photometric_combo_seed42.csv,augmentations,tuned,optuna_tuned,"{""optimizer"": ""SGD"", ""lr0"": 0.004928743342321972, ""lrf"": 0.35384036699409716, ""momentum"": 0.9485420920943789, ""weight_decay"": 1.4642481193608707e-05, ""warmup_epochs"": 3.5391917958627177, ""cos_lr"": true}",0.8102818635873432,0.7668005432116539,0.7879417974288713,0.8302801004054289,0.825160835639898,0.8012710566132145,1.680849977268176
OK,C13,opencv_geometric_combo,opencv_combo,OpenCV static augmentation: geometric_combo,42,opencv,geometric_combo,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\opencv_datasets\geometric_combo\seed_42\data.yaml,10,10,33.32797237166669,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\C13_opencv_geometric_combo_seed42_e10\weights\best.pt,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\C13_opencv_geometric_combo_seed42_e10,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\per_class\C13_opencv_geometric_combo_seed42.csv,augmentations,tuned,optuna_tuned,"{""optimizer"": ""SGD"", ""lr0"": 0.004928743342321972, ""lrf"": 0.35384036699409716, ""momentum"": 0.9485420920943789, ""weight_decay"": 1.4642481193608707e-05, ""warmup_epochs"": 3.5391917958627177, ""cos_lr"": true}",0.7265908172293963,0.6942091897176335,0.7100309966480702,0.7472587499945006,0.7270663551659711,0.627043248300409,1.7498649250244596
OK,C14,opencv_mixed_combo,opencv_combo,OpenCV static augmentation: mixed_combo,42,opencv,mixed_combo,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\opencv_datasets\mixed_combo\seed_42\data.yaml,10,10,33.22098521999918,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\C14_opencv_mixed_combo_seed42_e10\weights\best.pt,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\C14_opencv_mixed_combo_seed42_e10,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\per_class\C14_opencv_mixed_combo_seed42.csv,augmentations,tuned,optuna_tuned,"{""optimizer"": ""SGD"", ""lr0"": 0.004928743342321972, ""lrf"": 0.35384036699409716, ""momentum"": 0.9485420920943789, ""weight_decay"": 1.4642481193608707e-05, ""warmup_epochs"": 3.5391917958627177, ""cos_lr"": true}",0.7397261115783395,0.7658023349072306,0.7525383990729775,0.7996070341816595,0.7819312716926793,0.6704335691289953,1.6727743752115405
OK,H01,cv_photo_plus_yolo_geo,hybrid,OpenCV photometric + YOLO online geometry,42,opencv,photometric_combo,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\opencv_datasets\photometric_combo\seed_42\data.yaml,10,10,33.3782980300001,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\H01_cv_photo_plus_yolo_geo_seed42_e10\weights\best.pt,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\H01_cv_photo_plus_yolo_geo_seed42_e10,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\per_class\H01_cv_photo_plus_yolo_geo_seed42.csv,augmentations,tuned,optuna_tuned,"{""optimizer"": ""SGD"", ""lr0"": 0.004928743342321972, ""lrf"": 0.35384036699409716, ""momentum"": 0.9485420920943789, ""weight_decay"": 1.4642481193608707e-05, ""warmup_epochs"": 3.5391917958627177, ""cos_lr"": true}",0.7589535301601037,0.8252445292853204,0.7907120514535436,0.8301806270984293,0.8225224252454248,0.7568049449708975,1.7465110854728096
OK,H02,cv_geo_plus_yolo_hsv,hybrid,OpenCV geometry + YOLO online HSV,42,opencv,geometric_combo,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\opencv_datasets\geometric_combo\seed_42\data.yaml,10,10,33.39625496333368,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\H02_cv_geo_plus_yolo_hsv_seed42_e10\weights\best.pt,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\H02_cv_geo_plus_yolo_hsv_seed42_e10,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\per_class\H02_cv_geo_plus_yolo_hsv_seed42.csv,augmentations,tuned,optuna_tuned,"{""optimizer"": ""SGD"", ""lr0"": 0.004928743342321972, ""lrf"": 0.35384036699409716, ""momentum"": 0.9485420920943789, ""weight_decay"": 1.4642481193608707e-05, ""warmup_epochs"": 3.5391917958627177, ""cos_lr"": true}",0.7951421396707765,0.7640749187404032,0.7792990237999344,0.8109240941387872,0.7936294897208344,0.6716785685717053,1.6262641525192645
OK,H03,cv_mixed_plus_yolo_light,hybrid,OpenCV mixed + 약한 YOLO online augmentation,42,opencv,mixed_combo,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\opencv_datasets\mixed_combo\seed_42\data.yaml,10,10,33.74101094666694,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\H03_cv_mixed_plus_yolo_light_seed42_e10\weights\best.pt,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\H03_cv_mixed_plus_yolo_light_seed42_e10,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\per_class\H03_cv_mixed_plus_yolo_light_seed42.csv,augmentations,tuned,optuna_tuned,"{""optimizer"": ""SGD"", ""lr0"": 0.004928743342321972, ""lrf"": 0.35384036699409716, ""momentum"": 0.9485420920943789, ""weight_decay"": 1.4642481193608707e-05, ""warmup_epochs"": 3.5391917958627177, ""cos_lr"": true}",0.7526553212415716,0.7731984014491365,0.7627885721574265,0.8110303824946434,0.7573841252243969,0.5948705356069902,1.835878373391128
OK,H04,cv_jpeg_plus_yolo_hsv_geo,hybrid,업로드 압축 품질 저하 + YOLO 색/기하 변화,42,opencv,jpeg_compression,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\opencv_datasets\jpeg_compression\seed_42\data.yaml,10,10,33.49541130833386,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\H04_cv_jpeg_plus_yolo_hsv_geo_seed42_e10\weights\best.pt,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\H04_cv_jpeg_plus_yolo_hsv_geo_seed42_e10,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\per_class\H04_cv_jpeg_plus_yolo_hsv_geo_seed42.csv,augmentations,tuned,optuna_tuned,"{""optimizer"": ""SGD"", ""lr0"": 0.004928743342321972, ""lrf"": 0.35384036699409716, ""momentum"": 0.9485420920943789, ""weight_decay"": 1.4642481193608707e-05, ""warmup_epochs"": 3.5391917958627177, ""cos_lr"": true}",0.7843309016666672,0.7990267977458153,0.7916106499047532,0.8270664740645809,0.823204445940853,0.7597505947103684,1.812516674336964
OK,C11,opencv_horizontal_flip,opencv_single,OpenCV static augmentation: horizontal_flip,123,opencv,horizontal_flip,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\opencv_datasets\horizontal_flip\seed_123\data.yaml,10,10,32.74487923500031,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\C11_opencv_horizontal_flip_seed123_e10\weights\best.pt,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\C11_opencv_horizontal_flip_seed123_e10,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\per_class\C11_opencv_horizontal_flip_seed123.csv,augmentations,tuned,optuna_tuned,"{""optimizer"": ""SGD"", ""lr0"": 0.004928743342321972, ""lrf"": 0.35384036699409716, ""momentum"": 0.9485420920943789, ""weight_decay"": 1.4642481193608707e-05, ""warmup_epochs"": 3.5391917958627177, ""cos_lr"": true}",0.7648804170102855,0.7749794298678513,0.7698968067690988,0.8193503885500887,0.8117133675178745,0.7903393533815143,1.4684564288380195
OK,C11,opencv_horizontal_flip,opencv_single,OpenCV static augmentation: horizontal_flip,777,opencv,horizontal_flip,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\opencv_datasets\horizontal_flip\seed_777\data.yaml,10,10,33.13541321666659,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\C11_opencv_horizontal_flip_seed777_e10\weights\best.pt,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\C11_opencv_horizontal_flip_seed777_e10,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\per_class\C11_opencv_horizontal_flip_seed777.csv,augmentations,tuned,optuna_tuned,"{""optimizer"": ""SGD"", ""lr0"": 0.004928743342321972, ""lrf"": 0.35384036699409716, ""momentum"": 0.9485420920943789, ""weight_decay"": 1.4642481193608707e-05, ""warmup_epochs"": 3.5391917958627177, ""cos_lr"": true}",0.7500808404070404,0.751165790689421,0.7506229235016839,0.8070081105624467,0.8004265426916062,0.779055098653378,1.480308178054217
OK,Y04,yolo_translate,yolo_single,객체 위치 이동,123,processed,,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\summary\runtime_processed.yaml,10,10,34.35586711833312,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\Y04_yolo_translate_seed123_e10\weights\best.pt,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\Y04_yolo_translate_seed123_e10,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\per_class\Y04_yolo_translate_seed123.csv,augmentations,tuned,optuna_tuned,"{""optimizer"": ""SGD"", ""lr0"": 0.004928743342321972, ""lrf"": 0.35384036699409716, ""momentum"": 0.9485420920943789, ""weight_decay"": 1.4642481193608707e-05, ""warmup_epochs"": 3.5391917958627177, ""cos_lr"": true}",0.7925777238702872,0.7808798812408111,0.7866853188538786,0.8253359306079074,0.8214351980059466,0.7987009290346557,1.873817219676493
OK,Y04,yolo_translate,yolo_single,객체 위치 이동,777,processed,,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\summary\runtime_processed.yaml,10,10,34.800216149999564,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\Y04_yolo_translate_seed777_e10\weights\best.pt,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\Y04_yolo_translate_seed777_e10,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\per_class\Y04_yolo_translate_seed777.csv,augmentations,tuned,optuna_tuned,"{""optimizer"": ""SGD"", ""lr0"": 0.004928743342321972, ""lrf"": 0.35384036699409716, ""momentum"": 0.9485420920943789, ""weight_decay"": 1.4642481193608707e-05, ""warmup_epochs"": 3.5391917958627177, ""cos_lr"": true}",0.7386262756802542,0.7727988761589091,0.755326262835519,0.7953166722740983,0.7921593083632811,0.7695071664302988,1.761455475071319
OK,Y02,yolo_horizontal_flip,yolo_single,좌우 반전,123,processed,,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\summary\runtime_processed.yaml,10,10,34.186746451667084,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\Y02_yolo_horizontal_flip_seed123_e10\weights\best.pt,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\Y02_yolo_horizontal_flip_seed123_e10,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\per_class\Y02_yolo_horizontal_flip_seed123.csv,augmentations,tuned,optuna_tuned,"{""optimizer"": ""SGD"", ""lr0"": 0.004928743342321972, ""lrf"": 0.35384036699409716, ""momentum"": 0.9485420920943789, ""weight_decay"": 1.4642481193608707e-05, ""warmup_epochs"": 3.5391917958627177, ""cos_lr"": true}",0.7714083427015271,0.7875704521407142,0.7794056202131213,0.8270349191522833,0.8208321841258202,0.7996365442765324,1.8875871876541144
OK,Y02,yolo_horizontal_flip,yolo_single,좌우 반전,777,processed,,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\summary\runtime_processed.yaml,10,10,34.08262942500005,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\Y02_yolo_horizontal_flip_seed777_e10\weights\best.pt,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\Y02_yolo_horizontal_flip_seed777_e10,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\per_class\Y02_yolo_horizontal_flip_seed777.csv,augmentations,tuned,optuna_tuned,"{""optimizer"": ""SGD"", ""lr0"": 0.004928743342321972, ""lrf"": 0.35384036699409716, ""momentum"": 0.9485420920943789, ""weight_decay"": 1.4642481193608707e-05, ""warmup_epochs"": 3.5391917958627177, ""cos_lr"": true}",0.7585757548876026,0.7618468207918941,0.7602077691232016,0.8050162136275397,0.7992114244663013,0.7771926816157928,1.775652430753779
OK,B00,no_aug_auto,baseline,00번 baseline 재현: 증강 전부 OFF + optimizer auto,42,processed,,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\summary\runtime_processed.yaml,15,15,49.14194979999933,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\B00_no_aug_auto_seed42_e15\weights\best.pt,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\B00_no_aug_auto_seed42_e15,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\per_class\B00_no_aug_auto_seed42.csv,augmentations,auto,auto,{},0.8321112339005416,0.796882387280191,0.8141158785787048,0.8545374767348559,0.8496885142470708,0.8264856976917663,1.4054850068864502
OK,B01,yolo_default_aug_auto,baseline,YOLO 기본 augmentation + optimizer auto,42,processed,,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\summary\runtime_processed.yaml,15,15,49.20159830500003,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\B01_yolo_default_aug_auto_seed42_e15\weights\best.pt,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\B01_yolo_default_aug_auto_seed42_e15,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\per_class\B01_yolo_default_aug_auto_seed42.csv,,auto,auto,{},0.7912126476379169,0.841123773613987,0.8154051569858546,0.8600119149159349,0.8555838183885931,0.8349487140862895,1.46880231735071
OK,B02,yolo_default_aug_tuned,baseline,YOLO 기본 augmentation + Optuna tuned 하이퍼파라미터,42,processed,,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\summary\runtime_processed.yaml,15,15,49.47654535833281,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\B02_yolo_default_aug_tuned_seed42_e15\weights\best.pt,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\runs\B02_yolo_default_aug_tuned_seed42_e15,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\02_experiment_augmentation\report\per_class\B02_yolo_default_aug_tuned_seed42.csv,,tuned,optuna_tuned,"{""optimizer"": ""SGD"", ""lr0"": 0.004928743342321972, ""lrf"": 0.35384036699409716, ""momentum"": 0.9485420920943789, ""weight_decay"": 1.4642481193608707e-05, ""warmup_epochs"": 3.5391917958627177, ""cos_lr"": true}",0.7800493111344428,0.8266779356539598,0.8026870217404583,0.8603411831548737,0.8544850390634802,0.8328033160557133,1.4735673786860732
