class_id,class_name,mAP50_95,train,val
0,고철류/고철,0.39730263157894735,13,2
1,고철류/골프채,0.4356190476190477,9,2
2,고철류/기타,0.0,10,2
3,고철류/비철금속,0.002577514792899408,9,2
4,고철류/전기프라이팬,0.06497329773030709,9,2
5,고철류/주전자,0.024912092624356775,9,3
6,고철류/철옷걸이,0.03481666666666666,12,2
7,고철류/프라이팬,0.2860736842105264,9,3
8,나무/기타,0.0193695652173913,13,2
9,나무/나무행거,0.132,9,2
10,나무/도마,0.16595000000000001,9,2
11,나무/액자,0.1816492424242424,14,3
12,나무/장식품,0.018378702914417205,12,2
13,나무/주걱,0.014819481163251824,10,2
14,나무/주방용품,0.21658823529411766,12,4
15,나무/포장재,0.019401098901098902,9,2
16,도기류/그릇류,0.12171985294117649,15,3
17,도기류/기타,0.00528,6,2
18,도기류/뚝배기,0.008282608695652173,9,2
19,도기류/받침,0.0396,9,2
20,도기류/병,0.0,10,1
21,도기류/장식품,0.04227500000000001,10,2
22,도기류/주전자,0.03465,9,2
23,도기류/컵,0.6244285714285714,10,2
24,도기류/항아리,0.0,10,2
25,도기류/화분,0.3702000000000001,10,2
26,비닐/과자봉지,0.02620588235294118,9,2
27,비닐/기타,0.10750000000000001,7,2
28,비닐/리필용기,0.3531,9,2
29,비닐/봉투,0.48667647058823527,10,2
30,비닐/에어캡,0.1699285714285714,9,2
31,비닐/일회용덮개,0.0,9,2
32,비닐/포장제,0.03182142857142857,9,2
33,스티로폼/네모트레이,0.04328210632078919,18,3
34,스티로폼/보호재,0.09015890410958907,11,2
35,스티로폼/스티로폼,0.31430612244897954,10,3
36,스티로폼/포장용기,0.012618896639188332,10,3
37,유리병/기타,0.02842857142857142,9,2
38,유리병/기타술병,0.020188405797101454,9,2
39,유리병/맥주병,0.046890365448504986,9,2
40,유리병/물병,0.012307058823529412,9,2
41,유리병/박카스병,0.0049648437500000005,10,2
42,유리병/소주병,0.036,9,2
43,유리병/음료수병,0.004842391304347825,9,2
44,유리병/주방용기,0.03928729049375525,9,2
45,의류/기타,0.1195232307965003,5,0
46,의류/기타의류,0.02475,9,2
47,의류/레깅스,0.19,9,2
48,의류/면의류,0.10294615384615384,9,2
49,의류/상의,0.0,13,2
50,의류/외투,0.3006521739130435,10,2
51,의류/원피스,0.4654999999999999,9,2
52,의류/하의,0.4455,9,2
53,의류/합성섬유,0.27569117647058816,9,2
54,종이류/기타,0.0,9,2
55,종이류/노트,0.3116388888888889,10,2
56,종이류/상자류,0.007178571428571428,9,3
57,종이류/신문지,0.035046675191815854,9,2
58,종이류/신발상자,0.07425000000000001,9,2
59,종이류/음료수곽,0.0251945092219631,9,2
60,종이류/종이봉투,0.11783928571428567,9,2
61,종이류/책자,0.4455,9,2
62,종이류/포장상자,0.018333333333333333,10,2
63,캔류/기타,0.1195232307965003,5,0
64,캔류/맥주캔,0.003977678571428571,10,2
65,캔류/스팸류,0.03790638606676343,9,2
66,캔류/음료수캔,0.03191056034482759,9,2
67,캔류/참기름캔,0.012,9,2
68,캔류/커피캔,0.02532352941176471,10,2
69,캔류/통조림캔,0.0055,9,2
70,페트병/기타,0.0,9,2
71,페트병/일회용음료수잔,0.0,9,2
72,페트병/페트병,0.0891,10,2
73,플라스틱류/기타,0.0,11,2
74,플라스틱류/대용량플라스틱통,0.18503685216652505,16,2
75,플라스틱류/밀폐용기,0.0,18,2
76,플라스틱류/바구니,0.07927443609022557,12,3
77,플라스틱류/욕실용품,0.006571177567412506,11,3
78,플라스틱류/장남감,0.010445266272189346,10,2
79,형광등/LED전구,0.025454504504504503,9,3
80,형광등/기타,0.1195232307965003,14,0
81,형광등/백열전구,0.023100000000000002,10,2
82,형광등/안정기내장형,0.6375833333333332,9,2
83,형광등/직관형,0.008010309278350515,9,2
84,형광등/콤팩트형,0.13933875078535274,11,2
85,형광등/환형,0.6705000000000001,9,2
