class_id,class_name,mAP50_95,train,val
0,고철류/고철,0.032365384615384615,13,2
1,고철류/골프채,0.7949999999999998,9,2
2,고철류/기타,0.002551546391752577,10,2
3,고철류/비철금속,0.026566793200198047,9,2
4,고철류/전기프라이팬,0.1983333333333333,9,2
5,고철류/주전자,0.1209090909090909,9,3
6,고철류/철옷걸이,0.5146078431372548,12,2
7,고철류/프라이팬,0.3533333333333334,9,3
8,나무/기타,0.008999999999999998,13,2
9,나무/나무행거,0.26083333333333336,9,2
10,나무/도마,0.33166666666666667,9,2
11,나무/액자,0.37312500000000004,14,3
12,나무/장식품,0.026052631578947365,12,2
13,나무/주걱,0.4554,10,2
14,나무/주방용품,0.39310897435897446,12,4
15,나무/포장재,0.08047482837528605,9,2
16,도기류/그릇류,0.23799285714285717,15,3
17,도기류/기타,0.20203703703703696,6,2
18,도기류/뚝배기,0.06798484848484847,9,2
19,도기류/받침,0.34265,9,2
20,도기류/병,0.9949999999999999,10,1
21,도기류/장식품,0.22374999999999998,10,2
22,도기류/주전자,0.11464285714285712,9,2
23,도기류/컵,0.6633333333333333,10,2
24,도기류/항아리,0.041607142857142856,10,2
25,도기류/화분,0.3071532258064516,10,2
26,비닐/과자봉지,0.04398111960035263,9,2
27,비닐/기타,0.5039285714285715,7,2
28,비닐/리필용기,0.13201446280991738,9,2
29,비닐/봉투,0.1340169910410874,10,2
30,비닐/에어캡,0.6378571428571431,9,2
31,비닐/일회용덮개,0.0,9,2
32,비닐/포장제,0.04145833333333333,9,2
33,스티로폼/네모트레이,0.42798235294117654,18,3
34,스티로폼/보호재,0.6616666666666668,11,2
35,스티로폼/스티로폼,0.7305714285714288,10,3
36,스티로폼/포장용기,0.05000598006644519,10,3
37,유리병/기타,0.03680999999999999,9,2
38,유리병/기타술병,0.1589306318681319,9,2
39,유리병/맥주병,0.165,9,2
40,유리병/물병,0.021284688995215316,9,2
41,유리병/박카스병,0.004949999999999999,10,2
42,유리병/소주병,0.37607142857142845,9,2
43,유리병/음료수병,0.03880681818181818,9,2
44,유리병/주방용기,0.08666666666666667,9,2
45,의류/기타,0.21194565773628296,5,0
46,의류/기타의류,0.0495,9,2
47,의류/레깅스,0.2842857142857142,9,2
48,의류/면의류,0.5063636363636366,9,2
49,의류/상의,0.21500000000000002,13,2
50,의류/외투,0.11011111111111112,10,2
51,의류/원피스,0.07125000000000001,9,2
52,의류/하의,0.6378571428571431,9,2
53,의류/합성섬유,0.2550187969924812,9,2
54,종이류/기타,0.0,9,2
55,종이류/노트,0.9464084507042253,10,2
56,종이류/상자류,0.14172877846790888,9,3
57,종이류/신문지,0.025192702702702702,9,2
58,종이류/신발상자,0.2215384615384616,9,2
59,종이류/음료수곽,0.09849206349206349,9,2
60,종이류/종이봉투,0.09515822784810127,9,2
61,종이류/책자,0.24775,9,2
62,종이류/포장상자,0.003991935483870967,10,2
63,캔류/기타,0.21194565773628296,5,0
64,캔류/맥주캔,0.04516912165848337,10,2
65,캔류/스팸류,0.09250000000000004,9,2
66,캔류/음료수캔,0.05041305442702213,9,2
67,캔류/참기름캔,0.05854285714285713,9,2
68,캔류/커피캔,0.05285853658536586,10,2
69,캔류/통조림캔,0.01903846153846154,9,2
70,페트병/기타,0.003977678571428571,9,2
71,페트병/일회용음료수잔,0.030174632352941166,9,2
72,페트병/페트병,0.04189473684210526,10,2
73,플라스틱류/기타,0.01823212211713954,11,2
74,플라스틱류/대용량플라스틱통,0.0406578947368421,16,2
75,플라스틱류/밀폐용기,0.0,18,2
76,플라스틱류/바구니,0.0916934426229508,12,3
77,플라스틱류/욕실용품,0.01906321138211382,11,3
78,플라스틱류/장남감,0.04457115009746588,10,2
79,형광등/LED전구,0.037813100517368796,9,3
80,형광등/기타,0.21194565773628296,14,0
81,형광등/백열전구,0.2529054054054054,10,2
82,형광등/안정기내장형,0.1994827586206896,9,2
83,형광등/직관형,0.14855106100795754,9,2
84,형광등/콤팩트형,0.017819999999999996,11,2
85,형광등/환형,0.9949999999999999,9,2
