trial,policy,runs,mAP50_95_mean,mAP50_95_std,recall_mean,precision_mean,f1_mean,single_run_mAP50_95
2,optuna17_trial0002,3,0.840771141678835,0.008528732063878807,0.8004354151638494,0.8442328833047336,0.8217045861738107,0.8315765626091532
1,optuna17_trial0001,3,0.8365938870339557,0.011341132713047566,0.8236022672784907,0.8192165150282582,0.8212108404016775,0.8379111371514971
7,optuna17_trial0007,3,0.8195760525705525,0.009025413386541142,0.8018183216289247,0.7930849370221765,0.7971877692144961,0.8290796454072543
