class_id,class_name,mAP50_95
0,고철류/고철,0.8499032241083044
1,고철류/비철금속,0.2026183459953536
2,나무/나무,0.9164594733416562
3,도기류/도기,0.8833945510818655
4,비닐/비닐,0.8217271227160904
5,스티로폼/스티로폼,0.9716503736534905
6,유리병/유리병,0.8971553837434735
7,의류/의류,0.9107720164380527
8,종이류/책,0.9524156500213353
9,종이류/박스류,0.8728934077489818
10,종이류/신문지,0.45866791979949867
11,종이류/종이,0.5993434972138654
12,캔류/캔,0.8915196491271729
13,페트병/페트병,0.6790350477896159
14,플라스틱류/플라스틱,0.772272266862752
15,플라스틱류/장난감,0.9413461538461542
16,형광등/형광등,0.9567417101014847
