class_id,class_name,mAP50_95
0,고철류/고철,0.7900708236529761
1,고철류/비철금속,0.1923729870645149
2,나무/나무,0.8225823397442135
3,도기류/도기,0.8064140492687267
4,비닐/비닐,0.8103732047867466
5,스티로폼/스티로폼,0.8714031514307543
6,유리병/유리병,0.8008034861074605
7,의류/의류,0.8303894966852108
8,종이류/책,0.9220267828244634
9,종이류/박스류,0.7755200992214052
10,종이류/신문지,0.5175182825671577
11,종이류/종이,0.5679384056198933
12,캔류/캔,0.8221945247183555
13,페트병/페트병,0.6049790423947482
14,플라스틱류/플라스틱,0.7178186771116712
15,플라스틱류/장난감,0.8463854203381758
16,형광등/형광등,0.8577040283679072
