class_id,class_name,mAP50_95
0,고철류/고철,0.8478716199109886
1,고철류/비철금속,0.27977651430478334
2,나무/나무,0.920015179984151
3,도기류/도기,0.8847244429427052
4,비닐/비닐,0.8891982577524489
5,스티로폼/스티로폼,0.929833752454624
6,유리병/유리병,0.8997390248173449
7,의류/의류,0.8962070440076246
8,종이류/책,0.9409249369892361
9,종이류/박스류,0.8556960183381456
10,종이류/신문지,0.5311482385520157
11,종이류/종이,0.50575867541801
12,캔류/캔,0.8664646433473686
13,페트병/페트병,0.6841720365034327
14,플라스틱류/플라스틱,0.7520382782983578
15,플라스틱류/장난감,0.8802036084482893
16,형광등/형광등,0.9512270283528015
