class_id,class_name,mAP50_95
0,고철류/고철,0.704659266279117
1,고철류/비철금속,0.18063964811149957
2,나무/나무,0.7722331006386741
3,도기류/도기,0.7637671942384203
4,비닐/비닐,0.7512865980020819
5,스티로폼/스티로폼,0.9011496202095286
6,유리병/유리병,0.7494375270485708
7,의류/의류,0.8041449273468416
8,종이류/책,0.8227563185273354
9,종이류/박스류,0.7622063209876493
10,종이류/신문지,0.2807632756870385
11,종이류/종이,0.4082184942210564
12,캔류/캔,0.737835007279697
13,페트병/페트병,0.5921557343439252
14,플라스틱류/플라스틱,0.6103688548333139
15,플라스틱류/장난감,0.6940244324538479
16,형광등/형광등,0.8617243549843223
