class_id,class_name,mAP50_95
0,고철류/고철,0.849897631735171
1,고철류/비철금속,0.2231840359378119
2,나무/나무,0.9224144328757704
3,도기류/도기,0.881812853035177
4,비닐/비닐,0.8672536840671661
5,스티로폼/스티로폼,0.9371969822208351
6,유리병/유리병,0.8985365701067716
7,의류/의류,0.9114294497109864
8,종이류/책,0.9465621982747214
9,종이류/박스류,0.8659774235632518
10,종이류/신문지,0.5118716981132075
11,종이류/종이,0.5329967253281167
12,캔류/캔,0.8907308567917918
13,페트병/페트병,0.7381052825941768
14,플라스틱류/플라스틱,0.7964604963056721
15,플라스틱류/장난감,0.9025279155349148
16,형광등/형광등,0.9446497262291059
