class_id,class_name,mAP50_95
0,고철류/고철,0.8519126442791312
1,고철류/비철금속,0.28908012378171016
2,나무/나무,0.9380474920236145
3,도기류/도기,0.8878909382328894
4,비닐/비닐,0.8922931418086926
5,스티로폼/스티로폼,0.9368357344189586
6,유리병/유리병,0.8986969732857762
7,의류/의류,0.9290367449501472
8,종이류/책,0.9658903189515652
9,종이류/박스류,0.8606061727282073
10,종이류/신문지,0.7975975274725273
11,종이류/종이,0.5993568440975615
12,캔류/캔,0.8807113791409348
13,페트병/페트병,0.7120311902678587
14,플라스틱류/플라스틱,0.7364771816900134
15,플라스틱류/장난감,0.955697619047619
16,형광등/형광등,0.9465018127509179
