class_id,class_name,mAP50_95
0,고철류/고철,0.8483404314537436
1,고철류/비철금속,0.16288516280164514
2,나무/나무,0.9263618551570337
3,도기류/도기,0.8939632822071776
4,비닐/비닐,0.8508347004133014
5,스티로폼/스티로폼,0.9559286599827062
6,유리병/유리병,0.9041025391907651
7,의류/의류,0.918562854251096
8,종이류/책,0.9707100740179818
9,종이류/박스류,0.8627770504039521
10,종이류/신문지,0.06165684355624386
11,종이류/종이,0.5285226439431928
12,캔류/캔,0.9248213264452613
13,페트병/페트병,0.6902539199996152
14,플라스틱류/플라스틱,0.7445605665703133
15,플라스틱류/장난감,0.877982752347169
16,형광등/형광등,0.9593571665738821
