class_id,class_name,mAP50_95
0,고철류/고철,0.816522603994353
1,고철류/비철금속,0.23802259758684743
2,나무/나무,0.8796132693239566
3,도기류/도기,0.8411673825969439
4,비닐/비닐,0.8545677008553432
5,스티로폼/스티로폼,0.9407768593623487
6,유리병/유리병,0.8889072533876726
7,의류/의류,0.9032589884937755
8,종이류/책,0.952565483896908
9,종이류/박스류,0.8490160734193626
10,종이류/신문지,0.38422853146853153
11,종이류/종이,0.553961127241152
12,캔류/캔,0.8849223625303834
13,페트병/페트병,0.6587008365405225
14,플라스틱류/플라스틱,0.7337144167216655
15,플라스틱류/장난감,0.9338479357480635
16,형광등/형광등,0.9236645795178463
