class_id,class_name,mAP50_95
0,고철류/고철,0.8209117682183985
1,고철류/비철금속,0.20811638387785805
2,나무/나무,0.9075970793196436
3,도기류/도기,0.8798725779960945
4,비닐/비닐,0.8796794316624494
5,스티로폼/스티로폼,0.9625922621169464
6,유리병/유리병,0.9052194256006445
7,의류/의류,0.9104302033139551
8,종이류/책,0.9266780035839824
9,종이류/박스류,0.8629100396428306
10,종이류/신문지,0.3934336449856657
11,종이류/종이,0.5043653215509447
12,캔류/캔,0.8825328789914245
13,페트병/페트병,0.7305399429365964
14,플라스틱류/플라스틱,0.7754373264911859
15,플라스틱류/장난감,0.9402329888027564
16,형광등/형광등,0.9452197283943651
