class_id,class_name,mAP50_95
0,고철류/고철,0.8410685357496144
1,고철류/비철금속,0.29209954016290307
2,나무/나무,0.8723550639283895
3,도기류/도기,0.8748157157156854
4,비닐/비닐,0.808560903405764
5,스티로폼/스티로폼,0.9418383226817258
6,유리병/유리병,0.8396516409457646
7,의류/의류,0.872892396308824
8,종이류/책,0.9300041341991341
9,종이류/박스류,0.8464586235772987
10,종이류/신문지,0.43509801587301594
11,종이류/종이,0.5582378232972929
12,캔류/캔,0.8652074684651886
13,페트병/페트병,0.5853252580716094
14,플라스틱류/플라스틱,0.7687855725729025
15,플라스틱류/장난감,0.8908379214136246
16,형광등/형광등,0.9376427319432091
