class_id,class_name,mAP50_95
0,고철류/고철,0.8453772983389053
1,고철류/비철금속,0.24857910176858078
2,나무/나무,0.9183080080591616
3,도기류/도기,0.8919073626455823
4,비닐/비닐,0.8781428464731625
5,스티로폼/스티로폼,0.9627254261844593
6,유리병/유리병,0.9073670454606686
7,의류/의류,0.9338818295083284
8,종이류/책,0.9751694121823563
9,종이류/박스류,0.8573370540039302
10,종이류/신문지,0.016897735507246374
11,종이류/종이,0.5647498206996991
12,캔류/캔,0.8960289159977229
13,페트병/페트병,0.7292612604457342
14,플라스틱류/플라스틱,0.7705458289106202
15,플라스틱류/장난감,0.8950912464180829
16,형광등/형광등,0.9525664845031849
