class_id,class_name,mAP50_95
0,고철류/고철,0.8572870904130079
1,고철류/비철금속,0.2336234262527565
2,나무/나무,0.9350232856489198
3,도기류/도기,0.9080880562975375
4,비닐/비닐,0.9139966459968104
5,스티로폼/스티로폼,0.9542945872796323
6,유리병/유리병,0.9009765711511871
7,의류/의류,0.9205782228056636
8,종이류/책,0.9434062025681834
9,종이류/박스류,0.8732131895962982
10,종이류/신문지,0.7379107142857142
11,종이류/종이,0.6586715236232854
12,캔류/캔,0.93611768454062
13,페트병/페트병,0.7738461692010155
14,플라스틱류/플라스틱,0.8089879412833522
15,플라스틱류/장난감,0.8181049801924166
16,형광등/형광등,0.9524611445445764
