class_id,class_name,mAP50_95
0,고철류/고철,0.8493728823527347
1,고철류/비철금속,0.14929170633900027
2,나무/나무,0.931602615167075
3,도기류/도기,0.8981635825278016
4,비닐/비닐,0.9264932245464028
5,스티로폼/스티로폼,0.9617854633733002
6,유리병/유리병,0.8960629360620074
7,의류/의류,0.9330563833015768
8,종이류/책,0.9649090138588969
9,종이류/박스류,0.888382564201596
10,종이류/신문지,0.8482121212121212
11,종이류/종이,0.7251976892673744
12,캔류/캔,0.922767308950894
13,페트병/페트병,0.7440770729578862
14,플라스틱류/플라스틱,0.8097224571751042
15,플라스틱류/장난감,0.8744283021091082
16,형광등/형광등,0.9580396991521563
