class_id,class_name,mAP50_95
0,고철류/고철,0.08883282734869974
1,고철류/골프채,0.7762173239845368
2,고철류/기타,0.18776437313550104
3,고철류/비철금속,0.1414842446895249
4,고철류/전기프라이팬,0.1694643526296489
5,고철류/주전자,0.6068058531673122
6,고철류/철옷걸이,0.6025168645330838
7,고철류/프라이팬,0.5570890374732496
8,나무/기타,0.24525762892132788
9,나무/나무행거,0.7287866249800956
10,나무/도마,0.4769128072368839
11,나무/액자,0.6726432089251169
12,나무/장식품,0.0753507414662842
13,나무/주걱,0.723945094285178
14,나무/주방용품,0.3958807412761264
15,나무/포장재,0.31205383382375046
16,도기류/그릇류,0.37251666452145954
17,도기류/기타,0.0
18,도기류/뚝배기,0.385633318564097
19,도기류/받침,0.19403397153924934
20,도기류/병,0.41198164409631177
21,도기류/장식품,0.22525365798688654
22,도기류/주전자,0.6398914418914419
23,도기류/컵,0.5098202756580876
24,도기류/항아리,0.5179624313065085
25,도기류/화분,0.32271310637333733
26,비닐/과자봉지,0.41008950806594563
27,비닐/기타,0.0
28,비닐/리필용기,0.45328969980279277
29,비닐/봉투,0.3942562962854462
30,비닐/에어캡,0.5568315212567334
31,비닐/일회용덮개,0.35837972757261916
32,비닐/포장제,0.154283295800918
33,스티로폼/네모트레이,0.6101412556526608
34,스티로폼/보호재,0.5799064649530046
35,스티로폼/스티로폼,0.49744535049602473
36,스티로폼/포장용기,0.4284810600756332
37,유리병/기타,0.289796985750659
38,유리병/기타술병,0.3045109273935425
39,유리병/맥주병,0.2660776290923015
40,유리병/물병,0.08648646098988741
41,유리병/박카스병,0.5639172436641644
42,유리병/소주병,0.5118641082195179
43,유리병/음료수병,0.33385075988416013
44,유리병/주방용기,0.24097394082079138
45,의류/기타,0.37650591557506546
46,의류/기타의류,0.1100262428462396
47,의류/레깅스,0.3023154038877546
48,의류/면의류,0.1260868210970124
49,의류/상의,0.2104990870127245
50,의류/외투,0.19642857604070935
51,의류/원피스,0.21487391816817794
52,의류/하의,0.42024372830736434
53,의류/합성섬유,0.08175395794728257
54,종이류/기타,0.1982138049748928
55,종이류/노트,0.7437163362952837
56,종이류/상자류,0.47340865448523006
57,종이류/신문지,0.027188439232219135
58,종이류/신발상자,0.5769840356916808
59,종이류/음료수곽,0.4468799169016404
60,종이류/종이봉투,0.3502605459221396
61,종이류/책자,0.7226648629246575
62,종이류/포장상자,0.3028168705966726
63,캔류/기타,0.37650591557506546
64,캔류/맥주캔,0.2189555248059069
65,캔류/스팸류,0.5993369024079808
66,캔류/음료수캔,0.2008684041095067
67,캔류/참기름캔,0.5295924562402214
68,캔류/커피캔,0.415768163688458
69,캔류/통조림캔,0.4730692549486519
70,페트병/기타,0.05951612903225807
71,페트병/일회용음료수잔,0.5062700037035153
72,페트병/페트병,0.24166957538615425
73,플라스틱류/기타,0.15325102184305245
74,플라스틱류/대용량플라스틱통,0.2760134392183621
75,플라스틱류/밀폐용기,0.2963608524158956
76,플라스틱류/바구니,0.3304358837660767
77,플라스틱류/욕실용품,0.3215413194402727
78,플라스틱류/장남감,0.39558770768993284
79,형광등/LED전구,0.37682203037478307
80,형광등/기타,0.37650591557506546
81,형광등/백열전구,0.4879548745921003
82,형광등/안정기내장형,0.6774484733548867
83,형광등/직관형,0.45331711692670923
84,형광등/콤팩트형,0.5164821849948878
85,형광등/환형,0.8339741658686368
