experiment,model,optimizer_requested,optimizer_actual_class,hyperparameter_optimization,image_augmentation,epochs_requested,epochs_actual,imgsz,batch,seed,train_images,val_images,train_objects,val_objects,train_minutes,best_pt,precision,recall,f1,mAP50,mAP75,mAP50_95,inference_ms_per_image
baseline_no_aug,yolo26n.pt,auto,AdamW,False,False,15,15,640,8,42,7623,2201,7623,2201,217.63621988666665,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\models\yolo\00_yolo_baseline_no_aug\train\baseline_no_aug_seed42\weights\best.pt,0.37404822256867526,0.42992457778849263,0.40004468830023177,0.3869777578740383,0.3833209487269731,0.37650591557506546,6.005802044527677
