class_id,class_name,mAP50_95,train,val
0,고철류/고철,0.020249999999999997,13,2
1,고철류/골프채,0.856570909090909,9,2
2,고철류/기타,0.039666304347826094,10,2
3,고철류/비철금속,0.010557522123893808,9,2
4,고철류/전기프라이팬,0.040725,9,2
5,고철류/주전자,0.025347187395313338,9,3
6,고철류/철옷걸이,0.410375,12,2
7,고철류/프라이팬,0.1894805763202315,9,3
8,나무/기타,0.02475,13,2
9,나무/나무행거,0.5641874999999998,9,2
10,나무/도마,0.6217499999999999,9,2
11,나무/액자,0.11485169491525422,14,3
12,나무/장식품,0.15675,12,2
13,나무/주걱,0.4455,10,2
14,나무/주방용품,0.058625000000000003,12,4
15,나무/포장재,0.06319453759594607,9,2
16,도기류/그릇류,0.01682153960029607,15,3
17,도기류/기타,0.006649253731343283,6,2
18,도기류/뚝배기,0.08872575250836119,9,2
19,도기류/받침,0.44859375,9,2
20,도기류/병,0.01895238095238095,10,1
21,도기류/장식품,0.22275,10,2
22,도기류/주전자,0.013244370054777846,9,2
23,도기류/컵,0.6455000000000001,10,2
24,도기류/항아리,0.4393320802005013,10,2
25,도기류/화분,0.822717391304348,10,2
26,비닐/과자봉지,0.06256923076923077,9,2
27,비닐/기타,0.49255882352941177,7,2
28,비닐/리필용기,0.45099999999999996,9,2
29,비닐/봉투,0.1641,10,2
30,비닐/에어캡,0.6641225490196077,9,2
31,비닐/일회용덮개,0.0,9,2
32,비닐/포장제,0.004325242718446601,9,2
33,스티로폼/네모트레이,0.3633736437652769,18,3
34,스티로폼/보호재,0.5273181818181817,11,2
35,스티로폼/스티로폼,0.5067499999999999,10,3
36,스티로폼/포장용기,0.039774099099099104,10,3
37,유리병/기타,0.20592079207920794,9,2
38,유리병/기타술병,0.0,9,2
39,유리병/맥주병,0.006436236656824893,9,2
40,유리병/물병,0.0,9,2
41,유리병/박카스병,0.006319148936170213,10,2
42,유리병/소주병,0.14091666666666666,9,2
43,유리병/음료수병,0.0013026315789473684,9,2
44,유리병/주방용기,0.014247826086956527,9,2
45,의류/기타,0.20545654775135097,5,0
46,의류/기타의류,0.010752684258416747,9,2
47,의류/레깅스,0.4144673913043479,9,2
48,의류/면의류,0.10481597222222223,9,2
49,의류/상의,0.13445192307692305,13,2
50,의류/외투,0.2656071428571428,10,2
51,의류/원피스,0.07511363636363635,9,2
52,의류/하의,0.08643687707641196,9,2
53,의류/합성섬유,0.24267918797953966,9,2
54,종이류/기타,0.006364285714285714,9,2
55,종이류/노트,0.8015000000000001,10,2
56,종이류/상자류,0.012468750000000002,9,3
57,종이류/신문지,0.013500000000000002,9,2
58,종이류/신발상자,0.4455,9,2
59,종이류/음료수곽,0.2939548192771084,9,2
60,종이류/종이봉투,0.04821376050420167,9,2
61,종이류/책자,0.044854963874765855,9,2
62,종이류/포장상자,0.01614473684210526,10,2
63,캔류/기타,0.20545654775135097,5,0
64,캔류/맥주캔,0.006364285714285714,10,2
65,캔류/스팸류,0.4630833333333332,9,2
66,캔류/음료수캔,0.0,9,2
67,캔류/참기름캔,0.24190833333333334,9,2
68,캔류/커피캔,0.2372954545454545,10,2
69,캔류/통조림캔,0.0891,9,2
70,페트병/기타,0.0070714285714285705,9,2
71,페트병/일회용음료수잔,0.010205128205128205,9,2
72,페트병/페트병,0.03205427631578947,10,2
73,플라스틱류/기타,0.020249999999999997,11,2
74,플라스틱류/대용량플라스틱통,0.84575,16,2
75,플라스틱류/밀폐용기,0.0,18,2
76,플라스틱류/바구니,0.003589285714285714,12,3
77,플라스틱류/욕실용품,0.017253296703296703,11,3
78,플라스틱류/장남감,0.02738092495904996,10,2
79,형광등/LED전구,0.18941860465116284,9,3
80,형광등/기타,0.20545654775135097,14,0
81,형광등/백열전구,0.05210526315789473,10,2
82,형광등/안정기내장형,0.6926006289308175,9,2
83,형광등/직관형,0.3535235507246377,9,2
84,형광등/콤팩트형,0.070425,11,2
85,형광등/환형,0.6597857142857144,9,2
