class_id,class_name,mAP50_95,train,val
0,고철류/고철,0.01437096774193548,13,2
1,고철류/골프채,0.5857246376811593,9,2
2,고철류/기타,0.01125,10,2
3,고철류/비철금속,0.011160856456754622,9,2
4,고철류/전기프라이팬,0.05505053908355796,9,2
5,고철류/주전자,0.0787558823529412,9,3
6,고철류/철옷걸이,0.6802631578947368,12,2
7,고철류/프라이팬,0.4175,9,3
8,나무/기타,0.017678571428571425,13,2
9,나무/나무행거,0.2475,9,2
10,나무/도마,0.6616666666666668,9,2
11,나무/액자,0.3984861111111111,14,3
12,나무/장식품,0.027845555555555557,12,2
13,나무/주걱,0.05216143011917662,10,2
14,나무/주방용품,0.07440835620758895,12,4
15,나무/포장재,0.03300000000000001,9,2
16,도기류/그릇류,0.6045,15,3
17,도기류/기타,0.0,6,2
18,도기류/뚝배기,0.15564488017429196,9,2
19,도기류/받침,0.0,9,2
20,도기류/병,0.016311475409836067,10,1
21,도기류/장식품,0.506764705882353,10,2
22,도기류/주전자,0.9949999999999999,9,2
23,도기류/컵,0.6950000000000001,10,2
24,도기류/항아리,0.03807692307692308,10,2
25,도기류/화분,0.4669302832244007,10,2
26,비닐/과자봉지,0.023381325910931165,9,2
27,비닐/기타,0.061875,7,2
28,비닐/리필용기,0.495,9,2
29,비닐/봉투,0.5283333333333333,10,2
30,비닐/에어캡,0.32337499999999997,9,2
31,비닐/일회용덮개,0.0,9,2
32,비닐/포장제,0.003928571428571428,9,2
33,스티로폼/네모트레이,0.08107744682362973,18,3
34,스티로폼/보호재,0.3030555555555555,11,2
35,스티로폼/스티로폼,0.2929,10,3
36,스티로폼/포장용기,0.310865671641791,10,3
37,유리병/기타,0.12972415611814347,9,2
38,유리병/기타술병,0.34233840090090095,9,2
39,유리병/맥주병,0.5082352941176469,9,2
40,유리병/물병,0.2561206896551723,9,2
41,유리병/박카스병,0.0,10,2
42,유리병/소주병,0.2632894736842105,9,2
43,유리병/음료수병,0.04389344262295082,9,2
44,유리병/주방용기,0.0,9,2
45,의류/기타,0.20801925212942604,5,0
46,의류/기타의류,0.0,9,2
47,의류/레깅스,0.265,9,2
48,의류/면의류,0.04735714285714285,9,2
49,의류/상의,0.165,13,2
50,의류/외투,0.27130952380952383,10,2
51,의류/원피스,0.02326848826848828,9,2
52,의류/하의,0.495,9,2
53,의류/합성섬유,0.19202702702702706,9,2
54,종이류/기타,0.0,9,2
55,종이류/노트,0.495,10,2
56,종이류/상자류,0.03698055555555556,9,3
57,종이류/신문지,0.017304347826086953,9,2
58,종이류/신발상자,0.07597058823529414,9,2
59,종이류/음료수곽,0.024903361344537807,9,2
60,종이류/종이봉투,0.1640051387461459,9,2
61,종이류/책자,0.524032258064516,9,2
62,종이류/포장상자,0.016500000000000004,10,2
63,캔류/기타,0.20801925212942604,5,0
64,캔류/맥주캔,0.03535714285714285,10,2
65,캔류/스팸류,0.1347307692307692,9,2
66,캔류/음료수캔,0.08601030927835052,9,2
67,캔류/참기름캔,0.14661904761904762,9,2
68,캔류/커피캔,0.0024749999999999998,10,2
69,캔류/통조림캔,0.029497354497354487,9,2
70,페트병/기타,0.0,9,2
71,페트병/일회용음료수잔,0.0030555555555555553,9,2
72,페트병/페트병,0.1238365384615385,10,2
73,플라스틱류/기타,0.01859813084112149,11,2
74,플라스틱류/대용량플라스틱통,0.5616666666666668,16,2
75,플라스틱류/밀폐용기,0.0,18,2
76,플라스틱류/바구니,0.34008152173913037,12,3
77,플라스틱류/욕실용품,0.007396825396825399,11,3
78,플라스틱류/장남감,0.00336734693877551,10,2
79,형광등/LED전구,0.010659607438016527,9,3
80,형광등/기타,0.20801925212942604,14,0
81,형광등/백열전구,0.5031632653061224,10,2
82,형광등/안정기내장형,0.5783333333333333,9,2
83,형광등/직관형,0.03052907092907093,9,2
84,형광등/콤팩트형,0.029117647058823533,11,2
85,형광등/환형,0.9949999999999999,9,2
