status,id,name,family,description,seed,data_kind,cv_policy,dataset_yaml,requested_epochs,actual_epochs,train_minutes,best_pt,save_dir,per_class_csv,unknown_filtered_aug_args,precision,recall,f1,mAP50,mAP75,mAP50_95,inference_ms_per_image
OK,B00,no_aug_control,baseline,모든 제어 가능한 augmentation OFF,42,processed,,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\report\summary\runtime_processed.yaml,50,37,41.58664495333333,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\runs\B00_no_aug_control_seed42\weights\best.pt,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\runs\B00_no_aug_control_seed42,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\report\per_class\B00_no_aug_control_seed42.csv,augmentations,0.2650560474786608,0.148041423198823,0.1899758642038788,0.1707470537921273,0.16359749404189,0.1644601758517216,12.414712121211446
OK,B01,yolo_default_baseline,baseline,Ultralytics 현재 버전의 기본 augmentation 그대로,42,processed,,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\report\summary\runtime_processed.yaml,50,50,59.554503565000005,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\runs\B01_yolo_default_baseline_seed42\weights\best.pt,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\runs\B01_yolo_default_baseline_seed42,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\report\per_class\B01_yolo_default_baseline_seed42.csv,,0.2666035471595867,0.2139513998062236,0.2373930492995479,0.2194251735809382,0.2181811120959129,0.2119456577362829,5.376496363665369
OK,Y01,yolo_hsv,yolo_single,HSV 색조/채도/밝기 변화,42,processed,,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\report\summary\runtime_processed.yaml,50,50,49.88992101,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\runs\Y01_yolo_hsv_seed42\weights\best.pt,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\runs\Y01_yolo_hsv_seed42,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\report\per_class\Y01_yolo_hsv_seed42.csv,augmentations,0.5780768130609147,0.1173008129020894,0.1950275003397998,0.1656066711955002,0.1624534991313922,0.1617872075381334,5.375573939410528
OK,Y02,yolo_horizontal_flip,yolo_single,좌우 반전,42,processed,,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\report\summary\runtime_processed.yaml,50,50,48.30375351166667,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\runs\Y02_yolo_horizontal_flip_seed42\weights\best.pt,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\runs\Y02_yolo_horizontal_flip_seed42,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\report\per_class\Y02_yolo_horizontal_flip_seed42.csv,augmentations,0.2510057456791349,0.156990435762019,0.1931660303963969,0.1889030016857132,0.1881278430333222,0.1845681159430033,7.71300969698297
OK,Y03,yolo_rotation,yolo_single,약한 회전,42,processed,,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\report\summary\runtime_processed.yaml,50,50,46.495102790000026,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\runs\Y03_yolo_rotation_seed42\weights\best.pt,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\runs\Y03_yolo_rotation_seed42,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\report\per_class\Y03_yolo_rotation_seed42.csv,augmentations,0.320320954280641,0.1820860638628558,0.2321861742826878,0.2095828277631138,0.197444549726386,0.1817067451376635,5.508218181763148
OK,Y04,yolo_translate,yolo_single,객체 위치 이동,42,processed,,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\report\summary\runtime_processed.yaml,50,50,46.75221588166672,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\runs\Y04_yolo_translate_seed42\weights\best.pt,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\runs\Y04_yolo_translate_seed42,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\report\per_class\Y04_yolo_translate_seed42.csv,augmentations,0.2572207611683702,0.1815989529928056,0.2128939033902741,0.2137200854021555,0.2121304065446081,0.208019252129426,5.259969697010202
OK,Y05,yolo_scale,yolo_single,확대/축소,42,processed,,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\report\summary\runtime_processed.yaml,50,50,46.34333032333331,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\runs\Y05_yolo_scale_seed42\weights\best.pt,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\runs\Y05_yolo_scale_seed42,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\report\per_class\Y05_yolo_scale_seed42.csv,augmentations,0.2316742003297656,0.2253854866995496,0.2284865801070052,0.2031046784369189,0.1991815337557994,0.1972712835164821,5.487966060657831
OK,Y06,yolo_shear,yolo_single,약한 shear 기울임,42,processed,,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\report\summary\runtime_processed.yaml,50,50,45.397821149999984,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\runs\Y06_yolo_shear_seed42\weights\best.pt,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\runs\Y06_yolo_shear_seed42,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\report\per_class\Y06_yolo_shear_seed42.csv,augmentations,0.2750211618750011,0.1572921030676646,0.200126438152059,0.1780748527477392,0.1770114631185093,0.1697526283521657,4.919131515127832
OK,Y07,yolo_perspective,yolo_single,약한 원근 왜곡,42,processed,,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\report\summary\runtime_processed.yaml,50,46,41.56403014499998,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\runs\Y07_yolo_perspective_seed42\weights\best.pt,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\runs\Y07_yolo_perspective_seed42,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\report\per_class\Y07_yolo_perspective_seed42.csv,augmentations,0.3147678763200462,0.1744410491888662,0.2244784824361092,0.2015322914081622,0.1979997024055351,0.1867254038502722,5.378618181875384
OK,Y08,yolo_mosaic,yolo_single,여러 이미지를 한 학습 장면에 구성,42,processed,,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\report\summary\runtime_processed.yaml,50,50,46.41732822333336,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\runs\Y08_yolo_mosaic_seed42\weights\best.pt,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\runs\Y08_yolo_mosaic_seed42,C:\ai_challingers\recycling_ssg\ai\models\yolo\01_experiment_augmentation\report\per_class\Y08_yolo_mosaic_seed42.csv,augmentations,0.219490697686738,0.1699199604452108,0.1915502305352147,0.1876078048144022,0.1869810609890788,0.1798082897227289,5.948593333353832
