policy,seed,train_minutes,best_pt,save_dir,precision,recall,f1,mAP50,mAP75,mAP50_95,inference_ms_per_image
optuna_best_no_aug,42,84.81032546999971,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\notebooks\01_yolo_optuna_no_aug\final_runs\optuna_best_no_aug_seed42\weights\best.pt,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\notebooks\01_yolo_optuna_no_aug\final_runs\optuna_best_no_aug_seed42,0.5146713344261428,0.5616351616362708,0.5371286323319187,0.5395649892706165,0.5341374119152263,0.5209415502474027,5.07264466142144
optuna_best_no_aug,123,83.37964001333312,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\notebooks\01_yolo_optuna_no_aug\final_runs\optuna_best_no_aug_seed123\weights\best.pt,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\notebooks\01_yolo_optuna_no_aug\final_runs\optuna_best_no_aug_seed123,0.5159586725577444,0.5531812022040578,0.5339219787994389,0.5398479240984586,0.5357589447806579,0.5218220726913436,4.889754293422899
optuna_best_no_aug,777,83.06202710333358,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\notebooks\01_yolo_optuna_no_aug\final_runs\optuna_best_no_aug_seed777\weights\best.pt,C:\AIchallengers\recycling_ssg_project\recycling_ssg\ai\notebooks\01_yolo_optuna_no_aug\final_runs\optuna_best_no_aug_seed777,0.5426090362369983,0.5369810961811621,0.539780396887677,0.5296432223014947,0.5256839801279348,0.5115939179946942,5.089197910027108
